0.294492	-0.798604
1.00446	1.79548
-1.23722	0.429155
0.472232	-0.0373038
0.174595	0.422848
1.55662	2.30052
0.387349	2.16682
2.78783	2.01981
2.17811	1.21099
1.58651	2.66703
2.75054	2.20717
1.06256	1.82307
1.944	2.01354
1.86775	1.845
2.17484	0.96456
1.95997	0.833596
1.51688	0.838422
2.36779	3.7204
1.33863	2.48821
2.39285	2.81581
5.29367	5.28127
5.49179	5.69462
4.92773	5.0751
4.91937	4.61142
5.55198	4.12359
3.83683	5.09199
4.72363	5.48426
4.30407	4.8269
4.79045	4.68007
2.89292	1.37397
2.26778	1.72276
2.56672	1.8388
2.39813	2.64984
1.8338	1.83561
2.16096	2.41504
1.56879	0.786129
2.48659	1.79066
1.37172	1.51276
1.41456	1.067
2.612	1.65153
1.40349	1.82621
2.01783	1.49836
2.30263	1.33732
2.60283	3.4944
2.40974	0.621632
1.89461	1.1427
2.48671	2.19731
1.58107	2.23153
1.23195	2.26722
1.22093	1.92292
2.26739	2.10867
1.90285	1.7183
1.89262	2.50998
2.77739	1.19441
2.8458	2.97941
2.04707	2.18194
1.18302	1.25628
1.59342	1.48798
1.41855	1.89556
2.17136	1.83101
1.52629	1.50816
1.98354	1.42069
1.90969	1.31586
2.34381	1.68434
2.59881	0.815225
2.60757	2.57045
1.52696	2.30767
2.04237	1.98815
1.335	1.97943
1.39011	1.5278
1.99625	2.60266
2.83946	1.92119
1.57844	1.57728
2.20341	2.79949
1.87644	1.86702
-0.71625	-0.12126
-0.237488	-0.0734448
0.187663	0.881317
3.2874	2.46821
1.66282	1.21198
2.15971	2.2692
2.10835	1.4979
2.86962	1.80188
1.55938	2.32703
2.38156	2.61473
2.4574	1.3388
1.86651	2.74582
2.11813	2.39055
1.36144	1.95985
1.37124	1.88451
0.94124	2.27623
1.75957	1.87593
1.01701	2.36987
2.46029	2.1084
1.5136	1.39078
2.05482	2.56157
1.70175	2.18166
2.16625	2.07997
1.67119	2.30482
2.26837	2.15465
2.40497	1.44301
2.93764	1.90396
1.89367	1.91359
0.828775	1.68526
1.54014	2.99515
2.74194	1.48191
1.41276	1.71377
2.05744	1.87126
2.39559	1.82068
3.41613	2.01363
1.63473	2.03034
4.59408	4.1548
4.72186	4.98766
4.82441	4.66831
5.00683	6.28839
3.34085	5.67353
4.74968	3.52282
5.68052	5.26109
4.41574	4.17285
5.51142	4.84911
5.19188	5.09726
4.98411	5.44237
5.09993	4.83846
2.10261	2.48871
1.95482	2.90337
2.52634	1.57877
2.06794	1.30533
2.78691	1.88627
0.925971	1.83786
1.89172	2.9052
1.33844	1.85267
5.65294	4.48183
4.11716	5.18928
4.9866	4.66971
3.93257	4.81576
5.55895	4.66278
5.47198	4.39317
4.14278	5.93255
4.9537	4.71547
5.87852	5.19376
5.05387	5.39326
5.02266	5.0504
4.59788	5.52118
4.98312	5.19122
5.12726	4.53609
5.23354	3.93193
4.7958	6.09956
4.87049	4.64236
6.10842	5.06115
3.76305	5.33317
6.22112	5.0672
5.18489	4.46476
5.54776	4.7233
4.0885	4.92611
4.67682	5.87496
4.8477	4.49073
5.23153	5.46422
4.08519	5.18258
5.25832	4.86165
4.3357	4.37469
5.03625	4.8319
5.35731	4.94871
5.17914	4.13069
5.59298	5.1137
5.55105	4.51352
4.64348	4.94425
4.41711	4.39955
5.87825	4.72131
5.67626	5.08107
4.87423	4.82733
4.17504	5.17856
4.75647	5.2366
4.91459	4.44983
5.15121	4.89539
4.85695	3.73864
5.24287	5.67761
5.21465	4.62782
4.31497	4.28779
4.48078	4.84976
4.62187	5.55653
4.64313	5.4658
5.1408	5.19891
4.48274	4.4648
4.27603	4.82947
5.50655	5.2071
5.00003	3.91389
4.96992	5.61289
5.49904	6.43433
5.32567	5.56759
5.19181	4.81319
5.68479	5.25358
5.50927	4.3871
5.13132	6.11096
5.00064	4.46238
4.9612	4.87582
3.63821	3.99494
5.31832	5.35946
3.79915	4.93031
3.72968	5.41363
5.04378	5.15953
4.4805	5.29242
5.22538	4.12257
5.3708	4.3964
5.4698	4.73555
4.62144	5.06487
5.24613	5.66777
5.05512	4.82846
5.45246	5.74634
5.3553	4.81741
5.45227	4.35125
